ORG_CODE,ORG_NAME,ORG_CLASS,PARENT_ORG_CODE,ORG_STATE_CODE,ORG_LOCATION,ORG_START_DATE,ORG_STOP_DATE,ORG_UTF8_NAME
MICSY,Microsat Systems Inc (MSI),business,SIENV,US,"Denver:Littleton, Colorado",2001-01-01 00:00:00,,Microsat Systems Inc (MSI)
MILAN,University of Milan,academic/non-profit,,I,Milano,1924-01-01 00:00:00,,Università degli Studi di Milano
MILJPO,"US Air Force Milsatcom Joint Project Office, AFSMC, LAAFB",defense,AFSMC,US,"Los Angeles:El Segundo, California",1990-01-01 00:00:00,2006-01-01 00:00:00,"US Air Force Milsatcom Joint Project Office, AFSMC, LAAFB"
MILLEI,"Millenium Engeering and Integration Services, LLC",business,,US,"Arlington, Virginia",1995-01-01 00:00:00,,"Millenium Engineering and Integration Services, LLC"
MILLEN,Millenium Space Systems,business,,US,"Torrance, California",2001-01-01 00:00:00,,Millenium Space Systems
MILLES,Millenium Space Systems/El Segundo factory,business,MILLEN,US,"El Segundo, California",2014-01-01 00:00:00,,Millenium Space Systems/El Segundo factory
MILTEC,Miltec Missiles and Space Co.,business,,US,"Huntsville, Alabama",2010-01-01 00:00:00,2012-01-01 00:00:00,Miltec Missiles and Space Co.
MINCYT,Ministry of Science Technology and Productive Innovation,civilian,,AR,Buenos Aires,,,"Ministerio de Ciencia, Tecnología e Innovación Productiva"
MINES,Ecole Nationale Superieure des Mines,academic/non-profit,,F,Paris,1783-01-01 00:00:00,,École Nationale Supérieure des Mines de Paris (MINES ParisTech)
MIRC,Mission Research Corp (NH),business,,US,"Nashua, New Hampshire",,2004-01-01 00:00:00,Mission Research Corp (NH)
MISU,Meteorological Institute Stockholm Univ.,academic/non-profit,STO,S,Stockholm,1947-01-01 00:00:00,1973-01-01 00:00:00,Meteorologiska Institutionen Stockholms Universitet
MISUF,Meteorological Institute Stockholm Univ.,academic/non-profit,STO,S,Stockholm:Frescati,1973-01-01 00:00:00,,Met Inst. Stockholm  (Frescati campus)
MIT,Mass. Inst of Technology,academic/non-profit,,US,"Cambridge, Massachusetts",1916-01-01 00:00:00,,Mass. Inst of Technology
MITLL,"Lincoln Labs, Mass. Inst of Technology",academic/non-profit,,US,"Lexington, Massachusetts",1951-01-01 00:00:00,,"Lincoln Labs, Mass. Inst of Technology"
MITT,Moscow Inst of Thermal Technology,business,,SU,Mosvka (NE),1946-01-01 00:00:00,,Московский институт теплотехники
MM,Martin Marietta,business,,US,"Denver, Colorado",1961-01-01 00:00:00,1995-01-01 00:00:00,Martin Marietta
MMA,Martin Marietta Astronautics,business,MM,US,"Denver, Colorado",1961-01-01 00:00:00,1995-03-15 00:00:00,Martin Marietta Astronautics
MMAS,Martin Marietta Astro Space/East Windsor,business,MM,US,"East Windsor, New Jersey",1993-01-01 00:00:00,1995-03-15 00:00:00,Martin Marietta Astro Space/East Windsor
MMCLS,Martin Marietta Commercial Launch Services,business,MM,US,"San Diego, California",1994-05-01 00:00:00,1995-03-15 00:00:00,Martin Marietta Commercial Launch Services
MMD,Martin Marietta/Denver,business,MM,US,"Denver:Littleton, Colorado",1961-01-01 00:00:00,1995-03-15 00:00:00,Martin Marietta/Denver
MMEW,Martin Marietta Astro Space/East Windsor,business,MM,US,"East Windsor, New Jersey",1993-01-01 00:00:00,1995-03-15 00:00:00,Martin Marietta Astro Space/East Windsor
MMMI,Martin Marietta/Michoud,business,MM,US,"Michoud, Louisiana",1973-01-01 00:00:00,1995-03-15 00:00:00,Martin Marietta/Michoud
MMO,Martin Marietta/Orlando,business,,US,"Orlando, Florida",1961-01-01 00:00:00,1995-03-15 00:00:00,Martin Marietta/Orlando
MMPCO,Martin Marietta Pike County Operations,business,LM,US,"Troy, Alabama",1994-01-01 00:00:00,1995-03-15 00:00:00,Martin Marietta Pike County Operations
MMSD,"Martin Marietta (San Diego), AF Plant 19",business,MM,US,"San Diego:Kearny Mesa, California",1994-05-02 00:00:00,1995-03-15 00:00:00,"Martin Marietta (San Diego), AF Plant 19"
MMSS,Matra Marconi Space (Stevenage),business,,UK,Stevenage,1994-01-01 00:00:00,2000-01-01 00:00:00,Matra Marconi Space (Stevenage)
MMST,Matra Marconi Space (Toulouse),business,,F,Toulouse,1989-01-01 00:00:00,2000-01-01 00:00:00,Matra Marconi Space (Toulouse)
MMSV,Matra Marconi Space,business,,F,Paris:Velizy,1989-01-01 00:00:00,2000-01-01 00:00:00,Matra Marconi Space
MMVF,Martin Marietta/Valley Forge,business,MM,US,"Vally Forge, Penn.",1993-01-01 00:00:00,1995-01-01 00:00:00,Martin Marietta/Valley Forge
MN,Mongolia,,,MN,Ulan Bator,1911-01-01 00:00:00,,Монгол Улс
MNF,"Meteorologie Nationale, France",civilian,,F,Paris,1945-01-01 00:00:00,1993-01-01 00:00:00,La Météorologie nationale
MO,MinOboroni,defense,,SU,Moskva,1953-03-01 00:00:00,1991-12-01 00:00:00,Министерство обороны СССР
MOD,"Ministry of Defence, London",defense,,UK,London:Whitehall,1964-01-01 00:00:00,,"Ministry of Defence, London"
MOLN,"NPO Molniya, Tushino Mash. Zavod.",business,,SU,Moskva:Tushino,1976-01-01 00:00:00,,НПО Молния
MOM,MOM,defense,,SU,Moskva,1965-03-01 00:00:00,1992-02-01 00:00:00,Министерство общего машиностроения СССР
MONBU,"Ministry of Education, Science and Culture",civilian,J,J,Tokyo,1950-01-01 00:00:00,2001-01-01 00:00:00,文部省
MONKA,"Ministry of Education, Culture, Sports, Science and Tech.",civilian,J,J,Tokyo,2001-01-01 00:00:00,,文部科学省
MONTP2,Montpellier 2 University,academic/non-profit,,F,"Montpellier, Herault",1970-01-01 00:00:00,,Université Montpellier 2
MOOG,Moog Inc.,business,,US,"Buffalo/East Aurora, New York",1951-01-01 00:00:00,,Moog Inc.
MOOGC,Moog CSA,business,MOOG,US,"Mountain View, California",2008-01-01 00:00:00,,Moog CSA
MOOGNF,Moog InSpace Propulsion,defense,MOOG,US,"Niagara Falls, New York",2012-08-01 00:00:00,,Moog In-Space Propulsion
MOOGW,Moog InSpace Propulsion (UK),defense,MOOG,UK,"Westcott, Buckinghamshire",2012-08-01 00:00:00,,Moog In-Space Propulsion (UK)
MORF,Russian Ministry of Defense,defense,,RU,Moskva,1991-12-01 00:00:00,,Министерство обороны Российской Федерации
MOTI,Motient Corporation,business,,US,"Reston, Virginia",2000-01-01 00:00:00,2007-01-01 00:00:00,Motient Corporation
MOTO,Motorola Satellite Communications,business,,US,"Phoenix:Chandler, Arizona",1990-01-01 00:00:00,2008-09-01 00:00:00,Motorola Satellite Communications
MOTOS,Motor Construction,engine/motor manufacturer,,RU,Samara,1912-01-01 00:00:00,,"ОАО ""Моторостроитель"""
MOZH,Mozhaiskiy Red Banner Military Space Engineering Institute,academic/non-profit,,RU,Santk:Peterburg,1955-01-01 00:00:00,1990-01-01 00:00:00,Военный инженерный Краснознаменный институт имени А. Ф. Можайского
MOZHA,Mozhaiskiy Military Space Academy,academic/non-profit,,RU,Santk:Peterburg,1990-01-01 00:00:00,,Военно-космическая академия им. А. Ф. Можайского
MPAE,MPI Aeronomy,academic/non-profit,,D,Lindau,1957-01-01 00:00:00,2004-07-01 00:00:00,Max-Planck-Institut für Aeronomie
MPE,Max Planck Institut fur Extraterrestrische Physik,academic/non-profit,,D,Garching,,,Max-Planck-Institut für extraterrestrische Physik
MPIH,Max Planck Institut fur Astronomie,academic/non-profit,,D,Heidelberg,,,Max-Planck-Institut für Astronomie
MPIK,MaxPlanckInstitut fur Kernphysik,academic/non-profit,,D,Heidelberg,1958-01-01 00:00:00,,Max-Planck-Institut für Kernphysik
MPIS,Max Planck Institut fur Sonnensystemforschung,academic/non-profit,,D,Lindau,2004-07-01 00:00:00,,Max-Planck-Institut für Sonnensystemforschung
MPSC,Mabuhay Philippines Satellite Corp,business,,PH,Subic Bay,1996-01-01 00:00:00,2009-11-01 00:00:00,Mabuhay Philippines Satellite Corp
MPSC1,Asia Broadcast Satellite (MPSC division),business,ABS,PH,Subic Bay,2009-11-01 00:00:00,2009-12-01 00:00:00,Asia Broadcast Satellite (MPSC division)
MPU,Moscow Polytechnic University,academic/non-profit,,RU,Moskva,2016-03-01 00:00:00,,Московский политехнический университет
MR,Mauritania,,,MR,Nouakchott,1960-11-28 00:00:00,,الجمهورية الإسلامية  الموريتانية
MRI,JMA Meteorological Research Institute,civilian,JMA,J,Tokyo:Suginami,1945-01-01 00:00:00,1980-01-01 00:00:00,気象研究所
MRITS,JMA Meteorological Research Institute,civilian,JMA,J,Tsukuba,1980-01-01 00:00:00,,気象研究所 筑波研究学園都市
MRN,Meteorological Rocket Network,defense,,US,"White Sands, New Mexico",1959-01-01 00:00:00,,Meteorological Rocket Network
MSBTR,MND,defense,,TR,Ankara,1970-01-01 00:00:00,,Millî Savunma Bakanlığı
MSC,NASA Manned Spacecraft Center,civilian,NASA,US,"Houston:Clear Lake, Texas",1962-03-01 00:00:00,1973-02-17 00:00:00,NASA Manned Spacecraft Center
MSCI,Microsat Systems Canada Inc,business,,CA,"Toronto:Mississauga, Ontario",2009-01-01 00:00:00,,Microsat Systems Canada Inc
MSFC,NASA Marshall Space Flight Center,civilian,NASA,US,"Huntsville, Alabama",1960-01-01 00:00:00,,NASA Marshall Space Flight Center
MSGC,"Montana Space Grant Consortium, Montana State University, Bozeman",academic/non-profit,MSU,US,"Bozeman, Montana",2010-01-01 00:00:00,,"Montana Space Grant Consortium, Montana State University, Bozeman"
MSSL,Mullard Space Science Laboratory,academic/non-profit,UCL,UK,"Dorking, Surrey",1966-01-01 00:00:00,,Mullard Space Science Laboratory
MSU,"Montana State University, Bozeman",academic/non-profit,,US,"Bozeman, Montana",1893-01-01 00:00:00,,"Montana State University, Bozeman"
MSUKY,Morehead State University,academic/non-profit,,US,"Morehead, Kentucky",1887-01-01 00:00:00,,Morehead State University
MSV,Mobile Satellite Ventures L.P.,business,MOTI,US,"Reston, Virginia",2000-06-01 00:00:00,2008-12-01 00:00:00,Mobile Satellite Ventures L.P.
MSVYAZ,Ministry of Comms. Union Radio Comms.,civilian,,SU,Moskva,1968-01-01 00:00:00,1992-01-01 00:00:00,Министерство связи СССР Союзный узел радиовещания и радиосвязи №9
MTF,NASA Mississippi Test Facility,civilian,NASA,US,"Pearl River, Mississippi",1962-11-01 00:00:00,1988-01-01 00:00:00,NASA Mississippi Test Facility
MTHK,Morton Thiokol Inc.,business,,US,"Chicago, Illinois",1982-01-01 00:00:00,1989-07-01 00:00:00,Morton Thiokol Inc.
MU,Mauritius,,,MU,"Port Louis, Maurice",1968-03-12 00:00:00,,République de Maurice
MUNIZ,Muniz Engineering,business,,US,"Houston, Texas",1992-01-01 00:00:00,2005-01-01 00:00:00,Muniz Engineering
MV,Maldives,,,MV,"Male, Male Island",1965-07-26 00:00:00,,ދިވެހިރާއްޖޭގެ ޖުމްހޫރިއްޔާ
MV7,Miinistry of Armaments 7th Directorate,defense,,SU,Moskva,1954-01-01 00:00:00,1959-01-01 00:00:00,7 главное управление Министерство вооружения СССР
MVD,Ministry of Internal Affairs,civilian,,SU,Mosvka,1946-01-01 00:00:00,1992-01-01 00:00:00,Министерство внутренних дел
MVS,Miinistry of the Armed Forces,defense,,SU,Moskva,1946-03-01 00:00:00,1950-02-01 00:00:00,Министерство Вооруженных Сил СССР
MVSM,Voenniy Ministerstvo SSSR (?),defense,,SU,Moskva,1950-02-01 00:00:00,1953-03-01 00:00:00,Военное министерство СССР
MX,Mexico,,,MX,Mexico,1819-09-16 00:00:00,,Estados Unidos Mexicanos
MY,Malaysia,,,MY,Malaysia,1957-08-31 00:00:00,,Malaysia
MYA,Eksperimental'niy KB im. Myasishchev,defense,,SU,Moskva:Zhukovskiy,1976-01-01 00:00:00,,Экспери­мен­тальный Машин­ост­роительный Завод им. В. М. Мясищева
N,Norway,,,N,"Oslo, Norge",0872-01-01 00:00:00,,Kongeriket Norge
NAA,North American Aviation,business,,US,"Los Angeles:Inglewood, California",1936-01-01 00:00:00,1973-01-01 00:00:00,North American Aviation
NAAA,North America Aviation  Aerophysics Laboratory,business,NAA,US,"Los Angeles:Inglewood, California",1946-01-01 00:00:00,1948-01-01 00:00:00,North America Aviation - Aerophysics Laboratory
NAAD,"North American Aviation, Missile Division, Downey",business,NAA,US,"Downey, California",1948-07-01 00:00:00,1973-01-01 00:00:00,"North American Aviation, Missile Division, Downey"
NAADR,"North American Aviation, Missile Division, Propulsion Research",business,NAAD,US,"Downey, California",1948-07-01 00:00:00,1955-11-01 00:00:00,"North American Aviation, Missile Division, Propulsion Research"
NAASB,"North American Aviation, Seal Beach",business,NAA,US,"Seal Beach, California",1965-01-01 00:00:00,1973-01-01 00:00:00,"North American Aviation, Seal Beach"
NACA,National Advisory Council on Aeronautics,civilian,,US,"Washington, DC",1915-01-01 00:00:00,1958-10-01 00:00:00,National Advisory Council on Aeronautics
NACI,NATO Communications and Information Systems Agency,defense,NATO,US,Brussel:Haren,1986-01-01 00:00:00,1996-07-01 00:00:00,NATO Communications and Information Systems Agency
NADA,National Aerospace Development Administration,defense,,KP,Pyongyang,2013-01-01 00:00:00,,국가우주개발국
NAFI,"Naval Avionics Facility, Indianapolis",defense,USN,US,"Indianapolis, Indiana",1956-01-01 00:00:00,1977-01-01 00:00:00,"Naval Avionics Facility, Indianapolis"
NAG,Nagoya University,academic/non-profit,,J,Nagoya,1939-01-01 00:00:00,,名古屋大学
NAHU,Nahuelsat SA,business,,AR,"Buenos Aires, Argentina",1994-01-01 00:00:00,2010-01-01 00:00:00,Nahuelsat SA
NAHUAR,"Nahuelsat SA assets, transferred to ARSAT",business,ARSAT,AR,"Buenos Aires, Argentina",2010-01-01 00:00:00,2011-01-01 00:00:00,"Nahuelsat SA assets, transferred to AR-SAT"
NAIC,National Air Intelligence Center,defense,USAF,US,"Wright-Patterson AFB, Dayton, Ohio",1993-10-01 00:00:00,2003-02-01 00:00:00,National Air Intelligence Center
NAIR,University of Nairobi,academic/non-profit,,KE,Nairobi,1970-01-01 00:00:00,,University of Nairobi
NAKA,Nakashimada Engineering Works Ltd.,business,,J,"Hirokawa, Fukuoka",,,(株)中島田鉄工所
NAL,Koku Ucyu Gijyutsu Kenkyujyo (National Aerospace Lab),civilian,,J,Tokyo:Chofu,1961-02-01 00:00:00,2003-10-01 00:00:00,航空宇宙技術研究所
NAMFI,"NATO Missile Firing Installation, Hellenic Natural Defense General Staff",defense,NATO,GR,"Chania, Crete",,,"NATO Missile Firing Installation, Hellenic Natural Defense General Staff"
NAMMO,Nammo (Nordic Ammunition Group) Raufoss,business,,N,Raufoss,1998-01-01 00:00:00,,Nammo (Nordic Ammunition Group) Raufoss
NAMTC,"Naval Air Missile Test Center, Point Mugu",defense,USN,US,"Pt. Mugu, California",1946-10-01 00:00:00,1958-06-01 00:00:00,"Naval Air Missile Test Center, Point Mugu"
NANR,NanoRacks,business,,US,"Houston, Texas",2008-01-01 00:00:00,,NanoRacks
NANSFI,NanoSatisfi,civilian,,US,"San Francisco, California",2011-01-01 00:00:00,2014-08-01 00:00:00,NanoSatisfi
NAOJ,National Astronomical Observatory of Japan (Mitaka),civilian,,J,Tokyo:Mitaka,1988-01-01 00:00:00,,国立天文台
NARSS,National Authority for Remote Sensing and Space Science,civilian,,EG,Al-Qahira (Cairo):El Nozha El Gedida,1994-01-01 00:00:00,,National Authority for Remote Sensing and Space Science
NASA,National Aeronautics and Space Administration,civilian,,US,"Washington, D.C.",1958-10-01 00:00:00,,National Aeronautics and Space Administration
NASAHQ,National Aeronautics and Space Administration,civilian,NASA,US,"Washington, D.C.",1958-10-01 00:00:00,,National Aeronautics and Space Administration
NASDA,National Space Development Adminstration,civilian,,J,"Tokyo, Nippon",1969-10-01 00:00:00,2003-10-01 00:00:00,宇宙開発事業団
NASDM,NASDA Micro Space System Lab,civilian,NASDA,J,"Tokyo, Nippon",2000-01-01 00:00:00,,宇宙開発事業団 マイクロスペースシステム研究室
NASIC,National Air and Space Intelligence Center,defense,USAF,US,"Wright-Patterson AFB, Dayton, Ohio",2003-02-01 00:00:00,,National Air and Space Intelligence Center
NATO,North Atlantic Treaty Organization,defense,,US,Brussel:Haren,,,North Atlantic Treaty Organization
NAVAIR,USN Naval Air Systems Command (NAVAIR),defense,USN,US,"Patuxent River, Maryland",1966-05-01 00:00:00,,USN Naval Air Systems Command (NAVAIR)
NAVAST,USN Naval Astronautics Group,defense,USN,US,"Pt Mugu, California",1962-01-01 00:00:00,1990-06-12 00:00:00,USN Naval Astronautics Group
NAVMAT,USN Naval Material Command,defense,USN,US,"Washington, DC",1966-05-01 00:00:00,1985-05-06 00:00:00,USN Naval Material Command
NAVSOC,USN Naval Satellite Operations Center,defense,NAVSPA,US,"Pt Mugu, California",1990-06-12 00:00:00,,USN Naval Satellite Operations Center
NAVSPA,US Naval Space Command (NAVSPACECOM),defense,USN,US,"Dahlgren, Virginia",1983-10-01 00:00:00,,US Naval Space Command (NAVSPACECOM)
NAVSPOC,Naval Space Operations Center,defense,NAVSPA,US,"Dahlgren, Virginia",,,Naval Space Operations Center
NAWC,Naval Air Warfare Center,defense,USN,US,"China Lake, California",1992-01-22 00:00:00,,Naval Air Warfare Center
NAXS,"NASA HQXS (Office of Space Access and Tech., OSAT/Code X)",civilian,NASA,US,"Washington, DC",1994-09-01 00:00:00,1996-09-01 00:00:00,"NASA HQ-XS (Office of Space Access and Tech., OSAT/Code X)"
NBN,"NBN Co. Ltd. (nbn, National Broadband Network Co.)",business,AU,AU,"Melbourne, Victoria",2009-04-01 00:00:00,,"NBN Co. Ltd. (nbn, National Broadband Network Co.)"
NBS,"National Bureau of Standards, Central Radio Propagation Lab",civilian,DOC,US,"Boulder, Colorado",1954-01-01 00:00:00,1988-01-01 00:00:00,"National Bureau of Standards, Central Radio Propagation Lab"
NC3A,NATO C3 Agency (NC3A),defense,NATO,US,Brussel:Haren,1996-07-01 00:00:00,,NATO C3 Agency (NC3A)
NCAR,National Center for Atmospheric Research,civilian,,US,"Boulder, Colorado",1960-01-01 00:00:00,,National Center for Atmospheric Research
NCKU,National Cheng Kung University,academic/non-profit,,TW,Tainan City,1931-01-01 00:00:00,,國立成功大學
NCST,Naval Center for Space Technology,defense,NRL,US,"Washington, DC",1980-01-01 00:00:00,,Naval Center for Space Technology
NCU,National Central University  Shuanglianpo,academic/non-profit,,TW,Jhongli:Shuanglianpo,1968-01-01 00:00:00,,國立中央大學
NDAWN,New Dawn,business,INTELS,MU,"Port Louis, Maurice",2009-01-01 00:00:00,,New Dawn Satellite Co. (Intelsat/Convergence Partners)
NDRE,Norwegian Defense Research Establishment,defense,,N,Oslo:Kjeller,1946-01-01 00:00:00,,Forsvarets forskningsinstitutt (FFI)
NEC,"Nippon Electric Corp., Space Div., Kamoi Works",business,,J,"Kamoi, Shin:Yokohama",,2001-01-01 00:00:00,日本電気 (NEC) 横浜事業場
NECST,NEC Space Technology Co. Ltd.,business,,J,"Kawasaki City, Kanagawa",2015-05-15 00:00:00,,NECスペーステクノロジー株式会社
NECT,NEC Toshiba Space,business,,J,"Kawasaki CIty, Kanagawa",2001-01-01 00:00:00,2015-05-15 00:00:00,NEC東芝スペースシステム株式会社
NECTF,"NEC Toshiba Space, Fuchu works",business,NECT,J,Tokyo:Fuchu,2005-01-01 00:00:00,,ＮＥＣ東芝スペースシステム株式会社 府中事業所
NECTKA,"NEC Toshiba Space, Kamoi works",business,NECT,J,"Kamoi, Tokyo:Shin:Yokohama",2001-01-01 00:00:00,2005-01-01 00:00:00,NEC東芝スペースシステム株式会社  鴨居事業所
NECTKE,"NEC Space, Keihin works",business,NECT,J,"Kawasaki CIty, Kanagawa",2001-01-01 00:00:00,,NEC東芝スペースシステム京浜工場
NESC,ESSA National Environmental Satellite Center,civilian,ESSA,US,"Suitland, Maryland",1965-01-01 00:00:00,1970-10-01 00:00:00,ESSA National Environmental Satellite Center
NESCOM,Pakistan National Engineering and Scientific Commission,defense,,PK,Islamabad,2001-01-01 00:00:00,,Pakistan National Engineering and Scientific Commission
NESCOMN,"NESCOM, Pakistan National Defense Complex",defense,NESCOM,PK,Fateh Jang,2001-01-01 00:00:00,,"NESCOM, Pakistan National Defense Complex"
NESCOMP,"NESCOM, Project Management Organization, Pakistan",civilian,NESCOM,PK,Khanpur,2001-01-01 00:00:00,,"NESCOM, Project Management Organization, Pakistan"
