SITE_ID,SITE_NAME,SITE_CODE,SITE_TYPE,STATE_ORG_CODE,START_DATE,STOP_DATE,SITE_SHORT_NAME,SITE_FULL_NAME,SITE_LOCATION,LONGITUDE,LATITUDE,DEGREES_UNCERTAINTY
150,AOR4,LP2,launch point,,1964-11-11 00:00:00,1964-11-11 00:00:00,AOR4  LP2,"Atlantic Ocean, Croatan 1964 cruise 300 km off WI",Atlantic Ocean,-74.67,34.45,.02
151,AOR4,LP3,launch point,,,,AOR4  LP3,"Atlantic Ocean, Croatan 1964 cruise off N Carolina",Atlantic Ocean,,,
152,AOR4,LP4,launch point,,,,AOR4  LP4,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,,,
153,AOR4,LP5,launch point,,,,AOR4  LP5,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,,,
154,AOR4,LP6,launch point,,,,AOR4  LP6,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,,,
155,AOR4,LP7,launch point,,,,AOR4  LP7,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,,,
156,AOR4,,launch cruise,US,,,AOR4,"USS Croatan, 1964 Atlantic Ocean cruise",Atlantic Ocean,,,
157,AOR40,,launch cruise,US,1966-02-01 00:00:00,1966-02-01 00:00:00,AOR40 -,"Ship Sierra point, Feb 1966 [Unknown USN vessel maybe Range Rec.]",Atlantic Ocean,-63.5,26.6,.1
158,AOR41,,launch cruise,US,1958-01-01 00:00:00,1958-01-01 00:00:00,AOR41 -,Terrier intercept test area off US Atlantic coast (RI/Mass?),Atlantic Ocean,,,
159,AOR5,LP1,launch point,,1965-01-07 00:00:00,1965-01-07 00:00:00,AOR5  LP1,"USNS Wheeling, 1965 Hydra-Iris SAA expedition",Atlantic Ocean,-27.42,-56.53,.02
160,AOR5,LP2,launch point,,1965-01-26 00:00:00,1965-01-26 00:00:00,AOR5  LP2,"USNS Wheeling, 1965 Hydra-Iris SAA expedition  (LP2, ex AOR6)",Atlantic Ocean,-35.53,-35.05,.02
161,AOR5,,launch cruise,US,1965-01-07 00:00:00,1965-01-07 00:00:00,AOR5,"USNS Wheeling, 1965 Hydra-Iris SAA expedition",Atlantic Ocean,-27.42,-56.53,.02
162,AOR7,LP1,launch point,,1958-08-27 00:00:00,1958-08-27 00:00:00,AOR7  LP1,"USS Norton Sound, 1958 Argus expedition","Tristan de Cunha, Atlantic Ocean",-11.5,-38.5,.1
163,AOR7,LP2,launch point,,1958-08-30 00:00:00,1958-08-30 00:00:00,AOR7  LP2,"Atlantic Ocean, Argus cruise LP2 (ex AOR8)",Atlantic Ocean,-8.2,-49.5,.1
164,AOR7,LP3,launch point,,1958-09-06 00:00:00,1958-09-06 00:00:00,AOR7  LP3,"Atlantic Ocean, Argus cruise LP3 (ex AOR9)",Atlantic Ocean,-9.7,-48.5,.1
165,AOR7,,launch cruise,US,1958-08-27 00:00:00,1958-09-01 00:00:00,AOR7,"USS Norton Sound, 1958 Argus expedition","Tristan de Cunha, Atlantic Ocean",-11.5,-38.5,.1
166,APC,KT-408,launch point,,1972-02-22 00:00:00,1972-02-22 00:00:00,APC   KT-408,"KT No. 408, Luna-20 Site, Apollonius C, Mare Undarum B3",Luna,56.55,3.53,.01
167,APC,,launch site,LUNA,1972-02-22 00:00:00,1972-02-22 00:00:00,APC   KT-408,"KT No. 408, Luna-20 Site, Apollonius C, Mare Undarum B3",Luna,56.55,3.53,.01
168,ARO1,LP1,launch point,,1952-08-21 00:00:00,1952-08-21 00:00:00,ARO1  LP1,Arctic Ocean Launch Site 1 Launch Point 1,Arctic Ocean,-68.47,80.1,.1
169,ARO1,LP2,launch point,,1952-08-24 00:00:00,1952-08-29 00:00:00,ARO1  LP2,Arctic Ocean Launch Site 1 Launch Point 2,Arctic Ocean,-73.5,77.52,.1
170,ARO1,LP3,launch point,,1952-08-24 00:00:00,1952-08-29 00:00:00,ARO1  LP3,Arctic Ocean Launch Site 1 Launch Point 3,Arctic Ocean,-73.5,77.55,.1
171,ARO1,LP4,launch point,,1952-08-24 00:00:00,1952-08-29 00:00:00,ARO1  LP4,Arctic Ocean Launch Site 1 Launch Point 4,Arctic Ocean,-73.5,77.53,.1
172,ARO1,LP5,launch point,,1952-08-24 00:00:00,1952-08-29 00:00:00,ARO1  LP5,Arctic Ocean Launch Site 1 Launch Point 5,Arctic Ocean,-73.48,77.35,.1
173,ARO1,LP6,launch point,,1952-08-31 00:00:00,1952-08-31 00:00:00,ARO1  LP6,Arctic Ocean Launch Site 1 Launch Point 6,Arctic Ocean,-72.83,77.33,.1
174,ARO1,LP7,launch point,,1952-08-31 00:00:00,1952-08-31 00:00:00,ARO1  LP7,Arctic Ocean Launch Site 1 Launch Point 7,Arctic Ocean,-70.22,77.18,.1
175,ARO1,,launch cruise,US,1952-08-21 00:00:00,1952-08-21 00:00:00,ARO1,Eastwind 1952 Arctic expedition,Arctic Ocean,-68.47,80.1,.1
176,ASC,,launch site,SH,1964-01-29 00:00:00,1968-01-01 00:00:00,ASC   -,"Ascension Island, Atlantic Ocean","Ascension Island, Atlantic Ocean",-14.4142,-7.9762,.0001
177,ASHU,,launch site,SU,,,Ashuluk,"Ashuluk, Rossiya",,48.0343,47.4224,.0001
178,AUR,,launch site,MH,1997-02-01 00:00:00,,AUR   -,Aur Atoll launch site,"Bigen Island, Aur Atoll, Marshall Is.",171.04,8.36,.01
179,BALKH,LC A,launch point,,1960-01-01 00:00:00,,SSATC LC A,"Launch Complex A, Sary Shagan [US designation]","Priozyorsk (Sary Shagan-2), Kazakhstan",72.87,46.38,.02
180,BALKH,LC B,launch point,,1960-01-01 00:00:00,,SSATC LC B,"Launch Complex B, Sary Shagan [US designation]","Priozyorsk (Sary Shagan-2), Kazakhstan",72.6,45.95,.05
181,BALKH,LC35,launch point,,1960-01-01 00:00:00,,Balkash LC35,"Launch Complex 35, Sary Shagan","Priozyorsk (Sary Shagan-2), Kazakhstan",72.87,46.38,.1
182,BALKH,LC6,launch point,,1960-01-01 00:00:00,,Balkash LC6,"Launch Complex 6, Sary Shagan","Priozyorsk (Sary Shagan-2), Kazakhstan",72.87,46.38,.02
183,BALKH,,launch site,SU,1960-01-01 00:00:00,,GNIIP-10 SSATC,"Sary Shagan Antimissile Test Center (NIIP-A, GNIIP-10), Balkash","Priozyorsk (Sary Shagan-2), Kazakhstan",72.87,46.38,.02
184,BARB,5IN,launch point,,1963-05-18 00:00:00,1968-01-01 00:00:00,BARB  5IN,"HARP 5-in Gun, Seawell, Barbados",,-59.483,13.067,.04
185,BARB,HARP16,launch point,,1963-05-18 00:00:00,1968-01-01 00:00:00,BARB  HARP16,"HARP 40-cm Gun, Seawell, Barbados",,-59.483,13.067,.04
186,BARB,,launch site,BB,1963-05-18 00:00:00,1968-01-01 00:00:00,BARB  -,"Barbados, Windward Islands",,-59.483,13.067,.04
187,BARK,,launch site,US,,,BARK  -,Barksdale AFB,Louisiana,-93.73,32.52,.02
188,BART,,launch site,US,1970-03-02 00:00:00,1970-03-05 00:00:00,BART  -,"Barter Island, Alaska",,-143.63,70.11,.02
189,BCB,,launch site,US,2016-01-01 00:00:00,,Boca Chica,"Texas Launch Site, Boca Chica Beach, Texas",,-97.1536,25.9964,.001
190,BELA,,launch zone,SU,1960-01-01 00:00:00,,BELA  -,"White Sea Launch Area, Beloye More, Archangel'sk Oblast'",,38,65.5,1
191,BER1,LP1,launch point,,1950-01-01 00:00:00,1950-01-01 00:00:00,BER1  LP1,"USS Norton Sound, 1950 Bering Sea Launch Site 1 (APL Aerobee/Norton Sound)",,-170,58,9
192,BER1,LP2,launch point,,1950-01-01 00:00:00,1950-01-01 00:00:00,BER1  LP2,"USS Norton Sound, 1950 Bering Sea Launch Site 2 (APL Aerobee/Norton Sound)",,-170,50,9
193,BER1,,launch cruise,US,1950-01-01 00:00:00,1950-01-01 00:00:00,BER1,"USS Norton Sound, 1950 Bering Sea expedition",,-170,58,9
194,BERM,,launch site,BM,1962-01-01 00:00:00,1971-01-01 00:00:00,BERM  -,"NASA Bermuda, Kindley AFB, Coopers Island, Bermuda",,-64.6566,32.3483,.001
195,BERSH,,launch site,SU,1960-01-01 00:00:00,1990-01-01 00:00:00,BERSH,"Bershet missile base, Russia",,56.306,57.692,.001
196,BFJL,,launch zone,SU,2009-01-01 00:00:00,,BFJL,"Franz Josef Land Launch Area, Barentsovo More",,58,80.5,1
197,BFL,,launch site,NZ,1963-01-01 00:00:00,1963-01-01 00:00:00,BFL   -,"Birdling's Flat, Canterbury Plains, New Zealand",,172.68,-43.8167,.01
198,BHOT,,launch site,CN,1990-01-01 00:00:00,,BHOT,Bayan Hot test site,"Alxa, Nei Monggol",105.7,38.8,.5
199,BIK,,launch site,MH,1956-01-01 00:00:00,1956-01-01 00:00:00,BIK   -,"Pacific Proving Grounds, Bikini Island, Pacific Ocean",,165.33,11.58,.04
200,BLA,LP1,launch point,,1998-07-07 00:00:00,,BLA   LP1,"K-407 submarine, Barents Launch Area, Barentsovo More, Murmansk Oblast'",,34.2,69.5,.1
201,BLA,,launch zone,SU,1960-01-01 00:00:00,,BLA   -,"Barents Launch Area, Barentsovo More, Murmansk Oblast'  (Os. Kildin)",,34.2,69.5,.5
202,BLAN,BM,launch point,,1967-01-01 00:00:00,1980-01-01 00:00:00,BLAN  BM,"Black Mesa, Blanding, Utah",,-109.5883,37.5038,.02
203,BLAN,WM,launch point,,1967-01-01 00:00:00,1980-01-01 00:00:00,BLAN  WM,"White Mesa, Blanding, Utah",,-109.5165,37.538,.02
204,BLAN,,launch site,US,1967-01-01 00:00:00,1980-01-01 00:00:00,BLAN  -,"Black Mesa, Blanding, Utah",,-109.29,37.37,.02
205,BOHAI,,launch zone,CN,,,Bohai -,Bohai launch area  (Some Yellow Sea launches may also be here),,120,38.7,320000
206,BRET,,launch site,F,1983-01-01 00:00:00,,BRET  -,"Zone de lancement SNLE, Golfe de Gascogne, Bretagne",,-4.5,47.5,.7
207,BRETA,,launch site,F,2009-01-01 00:00:00,,BRETA,"Zone de lancement SNLE, Baie d'Audierne","Baie D'Audierne, Bretagne",-4.05,47.63,.05
208,BROCK,,launch site,US,2004-01-01 00:00:00,,BROCK -,"Black Rock Desert, Nevada",,-119.14,40.83,.05
209,BUGA80A,,launch cruise,SU,1980-10-01 00:00:00,1980-10-01 00:00:00,Bugaev 80,Bugaev cruise 1980,,,,
210,BUGA81A,,launch cruise,SU,1981-06-01 00:00:00,1981-06-01 00:00:00,Bugaev 81,Bugaev cruise 1981,,,,
211,BUGA81B,,launch cruise,SU,1981-10-01 00:00:00,1981-11-01 00:00:00,Bugaev 81,Bugaev cruise 1981,,,,
212,BUGA82A,,launch cruise,SU,1982-12-01 00:00:00,1982-12-01 00:00:00,Bugaev 82,Bugaev cruise 1982,,,,
213,BUGA83A,,launch cruise,SU,1983-03-01 00:00:00,1983-03-01 00:00:00,Bugaev 83,Bugaev cruise 1983,,,,
214,BUGA87A,,launch cruise,SU,1987-01-01 00:00:00,1987-01-01 00:00:00,Bugaev 87,Bugaev cruise 1987,,,,
215,BUGA87B,,launch cruise,SU,1987-04-01 00:00:00,1987-04-01 00:00:00,Bugaev 87,Bugaev cruise 1987,,,,
216,BUGA89A,,launch cruise,SU,1989-01-01 00:00:00,1989-01-01 00:00:00,Bugaev 89,Bugaev cruise 1989,,,,
217,BUGA90A,,launch cruise,SU,1990-12-01 00:00:00,1990-12-01 00:00:00,Bugaev 90,Bugaev cruise 1990,,,,
218,CARD,,launch site,F,1952-01-01 00:00:00,1952-01-01 00:00:00,CARD  -,"Le Cardonnet, Montpelier, France",,3.64,43.58,.05
219,CARN,,launch site,AU,1964-07-16 00:00:00,1964-10-01 00:00:00,CARN  -,"Carnarvon, Western Australia",,113.4,-24.5,.02
220,CARN2,,launch site,AU,1965-05-01 00:00:00,1965-05-11 00:00:00,CARN2 -,"Carnarvon north site, Western Australia",,113.25,-24.1,.2
221,CASS,,launch site,BR,1966-11-05 00:00:00,1966-11-12 00:00:00,CASS  -,"Cassino, Rio Grande Do Sul, Brasil",,-52.1689,-32.1927,.0001
222,CC,LA,launch point,,1950-01-01 00:00:00,1960-01-01 00:00:00,CC    LA,"Launch Area, Cape Canaveral",,-80.537,28.465,.005
223,CC,LC1,launch point,,1957-01-01 00:00:00,1960-01-01 00:00:00,CC    LC1,"Launch Complex 1, Cape Canaveral",,-80.5372,28.4652,.0004
224,CC,LC1/2,launch point,,1957-01-01 00:00:00,1960-01-01 00:00:00,CC    LC1/2?,"Launch Complex 1 or 2, Cape Canaveral",,-80.5372,28.4652,.0004
225,CC,LC10,launch point,,1957-03-22 00:00:00,1959-04-27 00:00:00,CC    LC10,"Launch Complex 10, Cape Canaveral",,-80.5565,28.4501,.001
226,CC,LC11,launch point,,1958-07-19 00:00:00,1964-04-01 00:00:00,CC    LC11,"Launch Complex 11, Cape Canaveral",,-80.5397,28.4751,.0002
227,CC,LC12,launch point,,1958-01-10 00:00:00,1967-11-05 00:00:00,CC    LC12,"Launch Complex 12, Cape Canaveral",,-80.5421,28.4802,.0002
228,CC,LC13,launch point,,1958-08-02 00:00:00,1978-04-07 00:00:00,CC    LC13,"Launch Complex 13, Cape Canaveral",,-80.5446,28.4859,.0002
229,CC,LC14,launch point,,1957-06-11 00:00:00,1966-11-11 00:00:00,CC    LC14,"Launch Complex 14, Cape Canaveral",,-80.547,28.49,.0002
230,CC,LC15,launch point,,1959-02-06 00:00:00,1964-04-09 00:00:00,CC    LC15,"Launch Complex 15, Cape Canaveral",,-80.5496,28.4923,.0002
231,CC,LC16,launch point,,1959-12-12 00:00:00,1988-03-21 00:00:00,CC    LC16,"Launch Complex 16, Cape Canaveral",,-80.552,28.5015,.0002
232,CC,LC17,launch point,,1957-08-30 00:00:00,,CC    LC17,"Launch Complex 17A/17B, Cape Canaveral",,-80.5649,28.4472,.0001
233,CC,LC17A,launch point,,1957-08-30 00:00:00,1998-10-01 00:00:00,CC    LC17A,"Space Launch Complex 17A, Cape Canaveral",,-80.5649,28.4472,.0001
234,CC,LC17B,launch point,,1957-01-25 00:00:00,1998-10-01 00:00:00,CC    LC17B,"Space Launch Complex 17B, Cape Canaveral",,-80.5656,28.4458,.0001
235,CC,LC18A,launch point,,1956-12-08 00:00:00,1965-06-09 00:00:00,CC    LC18A,"Launch Complex 18A, Cape Canaveral",,-80.5625,28.4501,.0002
236,CC,LC18B,launch point,,1958-06-04 00:00:00,1962-04-12 00:00:00,CC    LC18B,"Launch Complex 18B, Cape Canaveral",,-80.562,28.4485,.0002
237,CC,LC19,launch point,,1959-08-14 00:00:00,1966-11-11 00:00:00,CC    LC19,"Launch Complex 19, Cape Canaveral",,-80.5546,28.5067,.0002
238,CC,LC2,launch point,,1954-01-01 00:00:00,1960-01-01 00:00:00,CC    LC2,"Launch Complex 2, Cape Canaveral",,-80.5368,28.4655,.0004
239,CC,LC20,launch point,,1960-07-01 00:00:00,,CC    LC20,"Launch Complex 20, Cape Canaveral",,-80.557,28.5119,.0002
240,CC,LC21,launch point,,1958-07-24 00:00:00,1963-07-17 00:00:00,CC    LC21,"Launch Complex 21, Cape Canaveral",,-80.5416,28.4616,.0002
241,CC,LC21/1,launch point,,1958-07-24 00:00:00,1963-07-17 00:00:00,CC    LC21/1,"Launch Complex 21, Cape Canaveral (Launcher 1)",,-80.5416,28.4616,.0002
242,CC,LC21/2,launch point,,1958-07-24 00:00:00,1963-07-17 00:00:00,CC    LC21/2,"Launch Complex 21, Cape Canaveral (Launcher 2)",,-80.5416,28.4616,.0002
243,CC,LC22,launch point,,1957-03-13 00:00:00,1960-06-24 00:00:00,CC    LC22,"Launch Complex 22, Cape Canaveral",,-80.5411,28.4614,.0002
244,CC,LC25A,launch point,,1958-04-18 00:00:00,1965-03-05 00:00:00,CC    LC25A,"Launch Complex 25A, Cape Canaveral",,-80.574,28.4315,.0002
245,CC,LC25B,launch point,,1959-08-14 00:00:00,1960-08-02 00:00:00,CC    LC25B,"Launch Complex 25B, Cape Canaveral",,-80.5749,28.4297,.0002
246,CC,LC25C,launch point,,1968-08-16 00:00:00,1979-01-23 00:00:00,CC    LC25C,"Launch Complex 25C, Cape Canaveral",,-80.5766,28.431,.0002
247,CC,LC25D,launch point,,1969-09-17 00:00:00,1969-09-17 00:00:00,CC    LC25D,"Launch Complex 25D, Cape Canaveral",,-80.5782,28.4298,.0002
248,CC,LC26A,launch point,,1957-08-28 00:00:00,1963-01-22 00:00:00,CC    LC26A,"Launch Complex 26A, Cape Canaveral",,-80.5704,28.444,.0002
249,CC,LC26B,launch point,,1957-10-23 00:00:00,1961-05-24 00:00:00,CC    LC26B,"Launch Complex 26B, Cape Canaveral",,-80.5714,28.4428,.0002
250,CC,LC29,launch point,,1959-09-21 00:00:00,1980-05-19 00:00:00,CC    LC29,"Launch Complex 29, Cape Canaveral",,-80.5766,28.4291,.0002
251,CC,LC29A,launch point,,1959-09-21 00:00:00,1980-05-19 00:00:00,CC    LC29A,"Launch Complex 29A, Cape Canaveral",,-80.5766,28.4291,.0002
252,CC,LC29B,launch point,,1959-09-21 00:00:00,1980-05-19 00:00:00,CC    LC29B,"Launch Complex 29B, Cape Canaveral",,-80.5766,28.4291,.0002
253,CC,LC3,launch point,,1950-01-01 00:00:00,1958-01-01 00:00:00,CC    LC3,"Launch Complex 3, Cape Canaveral",,-80.5362,28.4658,.0004
254,CC,LC3/4,launch point,,1950-01-01 00:00:00,1958-01-01 00:00:00,CC    LC3/4?,"Launch Complex 3 or 4, Cape Canaveral",,-80.5362,28.4658,.0004
255,CC,LC30,launch point,,1960-02-25 00:00:00,1963-04-24 00:00:00,CC    LC30,"Launch Complex 30 pad A or B, Cape Canaveral",,-80.5792,28.4391,.0002
256,CC,LC30A,launch point,,1960-02-25 00:00:00,1963-04-24 00:00:00,CC    LC30A,"Launch Complex 30A, Cape Canaveral",,-80.5792,28.4391,.0002
257,CC,LC30A TEL,launch point,,1960-02-25 00:00:00,1963-04-24 00:00:00,CC    LC30A TEL,"Transporter launcher, Launch Complex 30, Cape Canaveral",,-80.5792,28.4391,.0002
258,CC,LC30B,launch point,,1960-02-25 00:00:00,1963-04-24 00:00:00,CC    LC30B,"Launch Complex 30B, Cape Canaveral",,-80.58,28.4376,.0002
259,CC,LC30D,launch point,,1960-02-25 00:00:00,1963-04-24 00:00:00,CC    LC30D,"Launch Complex 30D, Cape Canaveral",,-80.58,28.4376,.001
260,CC,LC30E,launch point,,1960-02-25 00:00:00,1963-04-24 00:00:00,CC    LC30E,"Launch Complex 30E, Cape Canaveral",,-80.58,28.4376,.001
261,CC,LC31A,launch point,,1961-02-01 00:00:00,1973-01-01 00:00:00,CC    LC31A,"Launch Complex 31A, Cape Canaveral",,-80.5565,28.4514,.0002
262,CC,LC31A TEL,launch point,,1961-02-01 00:00:00,1973-01-01 00:00:00,CC    LC31A Tel,"TEL, Launch Complex 31A, Cape Canaveral",,-80.5565,28.4514,.0002
263,CC,LC31A/Truck,launch point,,1961-02-01 00:00:00,1973-01-01 00:00:00,CC    LC31A/Truck,"Truck launcher, LC31A, Cape Canaveral",,-80.5565,28.4514,.0002
264,CC,LC31B,launch point,,1961-12-18 00:00:00,1969-09-23 00:00:00,CC    LC31B,"Launch Complex 31B, Cape Canaveral",,-80.5552,28.4511,.0002
265,CC,LC32A,launch point,,1961-01-01 00:00:00,1961-08-01 00:00:00,CC    LC32A,"Launch Complex 32A, Cape Canaveral",,-80.5557,28.4534,.0002
266,CC,LC32B,launch point,,1961-08-30 00:00:00,1970-12-14 00:00:00,CC    LC32B,"Launch Complex 32B, Cape Canaveral",,-80.5546,28.4531,.0002
267,CC,LC34,launch point,,1961-10-27 00:00:00,1968-10-11 00:00:00,CC    LC34,"Launch Complex 34, Cape Canaveral",,-80.561,28.5218,.0002
268,CC,LC36A,launch point,,1962-05-08 00:00:00,,CC    LC36A,"Space Launch Complex 36A, Cape Canaveral",,-80.5377,28.471,.0002
269,CC,LC36B,launch point,,1965-08-11 00:00:00,,CC    LC36B,"Space Launch Complex 36B, Cape Canaveral",,-80.5411,28.4681,.0002
270,CC,LC37A,launch point,,1964-01-29 00:00:00,1968-01-22 00:00:00,CC    LC37A,"Launch Complex 37A, Cape Canaveral",,-80.5682,28.5334,.0002
271,CC,LC37B,launch point,,1964-01-29 00:00:00,1968-01-22 00:00:00,CC    LC37B,"Launch Complex 37B, Cape Canaveral",,-80.565,28.5315,.0002
272,CC,LC4,launch point,,1952-01-01 00:00:00,1960-01-01 00:00:00,CC    LC4,"Launch Complex 4, Cape Canaveral",,-80.536,28.4665,.0004
273,CC,LC4/10,launch point,,1950-01-01 00:00:00,1958-01-01 00:00:00,CC    LC4/10,"Launch Complex 4 or 10, Cape Canaveral",,-80.5362,28.4658,.0004
274,CC,LC40,launch point,,1965-06-18 00:00:00,,CC    LC40,"Space Launch Complex 40, Cape Canaveral",,-80.5772,28.562,.0001
275,CC,LC41,launch point,,1965-12-21 00:00:00,,CC    LC41,"Space Launch Complex 41, Cape Canaveral",,-80.5831,28.5833,.0002
276,CC,LC43,launch point,,1979-01-01 00:00:00,,CC LC43,"Launch Complex 43, Cape Canaveral",,-80.5,28.5,.5
277,CC,LC43D,launch point,,1979-01-01 00:00:00,,CC LC43D,"Launch Complex 43D, Cape Canaveral",,-80.5,28.5,.5
278,CC,LC4A,launch point,,1952-01-01 00:00:00,1960-01-01 00:00:00,CC    LC4A,"Launch Complex 4A, Cape Canaveral",,-80.536,28.4665,.0004
279,CC,LC5,launch point,,1956-07-19 00:00:00,1961-07-21 00:00:00,CC    LC5,"Launch Complex 5, Cape Canaveral",,-80.5733,28.4394,.0001
280,CC,LC6,launch point,,1955-04-20 00:00:00,1961-06-26 00:00:00,CC    LC6,"Launch Complex 6, Cape Canaveral",,-80.5725,28.44,.0004
281,CC,LC9,launch point,,1956-11-06 00:00:00,1958-11-18 00:00:00,CC    LC9,"Launch Complex 9, Cape Canaveral",,-80.5565,28.4528,.001
282,CC,LaC1,launch point,,2015-07-01 00:00:00,,CC    LaC1,"Landing Complex 1, Cape Canaveral",,-80.5446,28.4859,.0002
283,CC,PAFB/800,launch point,,,,CC    PAFB/800,"Patrick AFB/800, Cape Canaveral, Florida",,-80.6,28.24,.02
284,CC,RW30/12,launch point,,1952-05-01 00:00:00,,CC    RW 30/12,"Skid Strip, Cape Canaveral Air Station",,-80.5665,28.4675,.0004
285,CC,SLC17A,launch point,,1998-10-01 00:00:00,,CC    SLC17A,"Space Launch Complex 17A, Cape Canaveral",,-80.5649,28.4472,.0001
286,CC,SLC17B,launch point,,1998-10-01 00:00:00,,CC    SLC17B,"Space Launch Complex 17B, Cape Canaveral",,-80.5656,28.4458,.0001
287,CC,SLC20,launch point,,1960-07-01 00:00:00,,CC    SLC20,"Space Launch Complex 20, Cape Canaveral",,-80.557,28.5119,.0002
288,CC,SLC36A,launch point,,1962-05-08 00:00:00,,CC    SLC36A,"Space Launch Complex 36A, Cape Canaveral",,-80.5377,28.471,.0002
289,CC,SLC36B,launch point,,1965-08-11 00:00:00,,CC    SLC36B,"Space Launch Complex 36B, Cape Canaveral",,-80.5411,28.4681,.0002
290,CC,SLC37B,launch point,,2000-01-01 00:00:00,,CC    SLC37B,"Space Launch Complex 37B, Cape Canaveral",,-80.565,28.5315,.0002
291,CC,SLC40,launch point,,1965-06-18 00:00:00,,CC    SLC40,"Space Launch Complex 40, Cape Canaveral",,-80.5772,28.562,.0001
292,CC,SLC41,launch point,,1965-12-21 00:00:00,,CC    SLC41,"Space Launch Complex 41, Cape Canaveral",,-80.5831,28.5833,.0002
293,CC,,launch site,US,1992-01-01 00:00:00,,CC    -,"Cape Canaveral Air Station, Florida",,-80.54,28.46,.05
294,CCA,LC46,launch point,,1987-01-15 00:00:00,,CC LC46,"Launch Complex 46, Cape Canaveral",,-80.5272,28.4583,.0002
295,CCA,LC47,launch point,,2006-01-01 00:00:00,,CC LC47,"Launch Complex 47, Cape Canaveral",,-80.53,28.46,.01
296,CCA,,launch site,US,1984-01-01 00:00:00,1998-01-01 00:00:00,CC (A),"Cape Canaveral Air Force Station, Eastern Test Range","Cape Canaveral, Florida",-80.54,28.46,.05
297,CCAFS,,launch site,US,1974-03-01 00:00:00,1992-01-01 00:00:00,CCAFS,"Cape Canaveral Air Force Station, Eastern Test Range","Cape Canaveral, Florida",-80.54,28.46,.05
298,CCMTA,,launch site,US,1955-12-16 00:00:00,1964-01-22 00:00:00,CCMTA,"Cape Canaveral Missile Test Annex, Air Force Missile Test Center","Cape Canaveral, Florida",-80.54,28.46,.05
299,CEL,BE,launch point,,1966-01-01 00:00:00,,CEL   BE,"Base Espace, CEL, Biscarosse, France",,-1.259,44.255,.002
300,CEL,BESA,launch point,,1964-01-01 00:00:00,,CEL   BESA,"Base Experimentale Sol-Air, CEL, Biscarosse, France",,-1.245,44.393,.002
301,CEL,BLB,launch point,,1966-02-01 00:00:00,,CEL   BLB,"Base Lancement Balistique, CEL, Biscarosse, France",,-1.25,44.362,.002
302,CEL,BP,launch point,,1969-12-01 00:00:00,,CEL   BP,"Base Pluton, CEL, Biscarosse, France",,-1.246,44.372,.002
303,CEL,BS,launch point,,1966-01-01 00:00:00,,CEL   BS,"Base Scientifique, CEL, Biscarosse, France",,-1.262,44.282,.002
304,CEL,CE,launch point,,1964-03-11 00:00:00,,CEL   CE,"Probable launch from CEL (Site ""CE"" in Chesser's BAL list)",,-1.25,44.45,.02
305,CEL,SUD,launch point,,1966-01-01 00:00:00,,CEL   SUD,"Pas de tir sud, CEL, Biscarosse, France",,-1.263,44.3,.002
306,CEL,ZLS,launch point,,1968-11-01 00:00:00,,CEL   ZLS,"Zone de lancement SNLE, Golfe de Gascogne, off CEL",,-1.7,44.36,.2
307,CEL,,launch site,F,1964-03-11 00:00:00,,CEL   -,"Centre d'Essais de Landes, Biscarosse, Landes, France",,-1.25,44.45,.02
308,CELAT,,launch site,AR,1968-01-01 00:00:00,1970-01-01 00:00:00,CELAT -,"CELPA Atlantica, Mar Chiquita, Buenos Aires, Argentina",,-57.42,-37.75,.02
309,CELM,,launch site,F,1966-02-01 00:00:00,,CELM  -,Centre d'Essais de Lancement de Missiles  (former CEL),,-1.25,44.362,.002
310,CELPA,,launch site,AR,1962-01-01 00:00:00,1973-01-01 00:00:00,CELPA -,Centro de Ensayo y Lanzamiento de Proyectiles Autopropulsados,"Chamical, La Rioja, Argentina",-66.317,-30.13,.02
311,CEM,,launch site,F,1968-09-01 00:00:00,,CEM   -,"Centre d'Essais de la Mediterranee, Ile du Levant, Var, France",,6.47,43.05,.02
312,CERES,Nemo,launch point,,1966-07-01 00:00:00,,CERES Nemo,"Caisson Nemo, CERES/CEM, Ile du Levant, Var, France",,6.47,43.05,.02
313,CERES,,launch site,F,1948-01-01 00:00:00,1968-09-01 00:00:00,CERES -,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",,6.47,43.05,.02
314,CHAC,,launch site,AR,1966-11-12 00:00:00,1966-11-12 00:00:00,CHAC  -,"Las Palmas, Chaco, Argentina",,-58.75,-27.13,.03
315,CHAN,IC3,launch point,,1999-01-01 00:00:00,,CHAN  IC3,"IC-3,Balasore Range, Orissa, India",,86.6,21.3,.1
316,CHAN,IC4,launch point,,1999-01-01 00:00:00,2015-01-01 00:00:00,CHAN  IC4,"IC-4, Inner Wheeler Island, Balasore Range, Orissa, India",,87.0884,20.7553,.0001
317,CHAN,IC4/TEL,launch point,,1999-01-01 00:00:00,,CHAN  IC4/TEL,"Tactical launcher, IC-4, Inner Wheeler Island, Orissa, India",,87.07,20.75,.01
